order_id,date,product_id,region,channel,quantity,unit_price,discount_rate,is_returned
ORD2024021001220,2024-02-10,P0015,华东,线下直营店,3,4120.55,0.0,否
ORD2024091707986,2024-09-17,P0255,华北,线上第三方,4,182.28,0.0,否
ORD2024082007177,2024-08-20,P0072,东北,企业团购,1,3825.53,0.0,否
ORD2024051704191,2024-05-17,P0187,西南,线下直营店,4,2740.77,0.0,否
ORD2024010300089,2024-01-03,P0419,西南,线下直营店,5,675.66,0.0,是
ORD2024070105667,2024-07-01,P0112,西北,企业团购,1,4594.53,0.0,否
ORD2024091607956,2024-09-16,P0080,西北,线上第三方,2,4701.97,0.0,否
ORD2024041103091,2024-04-11,P0308,华北,企业团购,3,191.11,0.0,否
ORD2024021601409,2024-02-16,P0036,华北,企业团购,2,1221.83,0.0,否
ORD2024122311076,2024-12-23,P0029,华东,线上第三方,1,1233.75,0.14,否
ORD2024011000275,2024-01-10,P0276,华南,线下直营店,4,204.83,0.0,否
ORD2024053104602,2024-05-31,P0189,华南,线上第三方,3,883.39,0.0,否
ORD2024021601419,2024-02-16,P0176,华北,线下直营店,5,240.66,0.0,否
ORD2024061805278,2024-06-18,P0269,华东,线下直营店,1,68.65,0.18,否
ORD2024050703886,2024-05-07,P0457,华东,线下经销商,5,756.83,0.0,否
ORD2024120210449,2024-12-02,P0340,华南,线下直营店,4,87.72,0.0,否
ORD2024121710903,2024-12-17,P0497,华中,线下直营店,1,470.28,0.0,否
ORD2024101708888,2024-10-17,P0280,西南,线下经销商,1,79.74,0.0,否
ORD2024021801480,2024-02-18,P0032,东北,线下直营店,3,3414.87,0.26,否
ORD2024101708884,2024-10-17,P0227,华东,线上第三方,3,1050.22,0.0,否
ORD2024011500416,2024-01-15,P0440,西南,线上官网,1,1336.55,0.0,否
ORD2024111009583,2024-11-10,P0073,华中,线上第三方,1,1687.82,0.0,否
ORD2024061605207,2024-06-16,P0004,华东,线上第三方,3,3038.89,0.0,否
ORD2024091407916,2024-09-14,P0005,华南,线下经销商,1,4049.53,0.0,否
ORD2024112510253,2024-11-25,P0409,华南,线上官网,1,1263.38,0.09,否
ORD2024090607663,2024-09-06,P0183,东北,企业团购,1,590.59,0.0,否
ORD2024120310466,2024-12-03,P0336,西北,线下直营店,2,189.03,0.0,否
ORD2024012400711,2024-01-24,P0278,华中,线上第三方,4,156.73,0.0,否
ORD2024041803313,2024-04-18,P0137,西北,线下经销商,4,742.46,0.0,否
ORD2024011400408,2024-01-14,P0089,华南,企业团购,3,3693.78,0.0,否
ORD2024080106585,2024-08-01,P0465,华东,企业团购,2,802.81,0.0,否
ORD2024031302217,2024-03-13,P0275,华南,线下经销商,5,40.11,0.0,否
ORD2024091707989,2024-09-17,P0440,华南,线上官网,4,1241.51,0.0,否
ORD2024040602930,2024-04-06,P0361,华中,线下经销商,1,1017.98,0.0,否
ORD2024110309380,2024-11-03,P0266,西南,线上官网,2,38.55,0.0,否
ORD2024082307261,2024-08-23,P0192,华中,线下经销商,3,1065.3,0.0,否
ORD2024042103394,2024-04-21,P0223,东北,线下直营店,2,457.05,0.0,否
ORD2024061705226,2024-06-17,P0126,华中,线上官网,3,492.73,0.19,否
ORD2024031602313,2024-03-16,P0156,东北,线上官网,2,1010.15,0.0,否
ORD2024061505171,2024-06-15,P0225,华北,线上第三方,10,1268.73,0.0,否
ORD2024031302215,2024-03-13,P0004,华北,企业团购,2,3221.22,0.18,否
ORD2024091107813,2024-09-11,P0464,西南,线下直营店,4,1138.99,0.0,否
ORD2024041303149,2024-04-13,P0060,华中,线上官网,3,1044.04,0.0,否
ORD2024053004573,2024-05-30,P0270,东北,企业团购,4,144.13,0.0,否
ORD2024120210447,2024-12-02,P0426,西南,线上官网,1,122.78,0.27,否
ORD2024051204029,2024-05-12,P0430,华中,线上官网,2,1172.07,0.0,否
ORD2024020601111,2024-02-06,P0449,东北,线上第三方,4,901.01,0.08,否
ORD2024031102151,2024-03-11,P0143,东北,线上官网,1,776.26,0.0,否
ORD2024073006525,2024-07-30,P0376,东北,线上官网,4,1277.94,0.0,否
ORD2024062305441,2024-06-23,P0452,华中,线上官网,1,93.18,0.21,否
ORD2024042603541,2024-04-26,P0445,东北,线上第三方,3,781.44,0.13,否
ORD2024052504402,2024-05-25,P0105,西南,企业团购,1,4763.87,0.0,否
ORD2024022801796,2024-02-28,P0332,华北,线上官网,5,102.51,0.0,否
ORD2024091407913,2024-09-14,P0336,华南,线下直营店,1,188.57,0.29,否
ORD2024051003964,2024-05-10,P0276,西北,线上第三方,3,195.85,0.0,否
ORD2024031302237,2024-03-13,P0049,西南,企业团购,4,4677.32,0.0,否
ORD2024012200634,2024-01-22,P0279,华南,线上第三方,1,148.68,0.0,否
ORD2024062105380,2024-06-21,P0179,华东,企业团购,3,244.07,0.0,是
ORD2024121210737,2024-12-12,P0134,华中,线上官网,4,70.16,0.0,否
ORD2024092108102,2024-09-21,P0365,西南,线下直营店,1,1071.71,0.24,否
ORD2024062505485,2024-06-25,P0076,西北,企业团购,4,3073.65,0.11,否
ORD2024010500132,2024-01-05,P0464,华北,线下直营店,5,1075.57,0.0,否
ORD2024111810054,2024-11-18,P0301,华中,线上官网,2,155.69,0.0,否
ORD2024121210736,2024-12-12,P0138,东北,线下经销商,4,229.39,0.0,否
ORD2024030401951,2024-03-04,P0334,华东,线上官网,5,59.79,0.11,否
ORD2024112610282,2024-11-26,P0308,华中,线上官网,3,195.12,0.0,否
ORD2024012600775,2024-01-26,P0372,东北,线上官网,4,1375.22,0.0,否
ORD2024052704484,2024-05-27,P0352,西南,企业团购,2,104.79,0.0,否
ORD2024011100312,2024-01-11,P0034,西南,线下经销商,2,152.21,0.0,否
ORD2024041003044,2024-04-10,P0202,华中,线下经销商,6,1113.44,0.0,否
ORD2024081406976,2024-08-14,P0177,华北,企业团购,3,284.48,0.0,否
ORD2024041403167,2024-04-14,P0258,西北,企业团购,3,134.07,0.0,否
ORD2024011600470,2024-01-16,P0232,东北,线下经销商,4,2141.29,0.0,否
ORD2024073106533,2024-07-31,P0357,华南,线下直营店,4,85.35,0.0,否
ORD2024022801787,2024-02-28,P0373,西南,线上第三方,2,1426.19,0.0,否
ORD2024091107823,2024-09-11,P0050,华中,线上官网,2,2081.04,0.0,否
ORD2024051304075,2024-05-13,P0497,东北,线下经销商,3,455.17,0.26,否
ORD2024102309058,2024-10-23,P0045,华东,企业团购,2,2112.44,0.0,否
ORD2024020200994,2024-02-02,P0397,西北,线上第三方,4,808.55,0.27,否
ORD2024022701741,2024-02-27,P0146,华中,企业团购,5,862.87,0.1,否
ORD2024061405035,2024-06-14,P0080,东北,企业团购,3,4916.52,0.0,否
ORD2024051204027,2024-05-12,P0497,华东,线上官网,2,448.21,0.22,否
ORD2024050203725,2024-05-02,P0216,华东,企业团购,3,1602.24,0.0,否
ORD2024011900564,2024-01-19,P0385,西南,线上官网,3,679.56,0.0,否
ORD2024061605203,2024-06-16,P0073,华北,线上第三方,1,1804.03,0.0,否
ORD2024102909225,2024-10-29,P0460,华南,企业团购,1,529.3,0.0,否
ORD2024061505150,2024-06-15,P0053,西南,线下直营店,5,3262.65,0.0,否
ORD2024122010974,2024-12-20,P0028,西北,线上官网,2,637.16,0.14,否
ORD2024060304683,2024-06-03,P0091,西北,线下直营店,3,933.34,0.0,否
ORD2024090707693,2024-09-07,P0158,华南,线上官网,1,2344.73,0.0,否
ORD2024061705225,2024-06-17,P0086,西南,企业团购,1,2473.22,0.0,否
ORD2024032202486,2024-03-22,P0284,华中,线下直营店,5,81.13,0.0,否
ORD2024121710897,2024-12-17,P0120,华北,企业团购,1,950.4,0.0,否
ORD2024010300080,2024-01-03,P0446,西南,线下直营店,4,404.4,0.0,否
ORD2024032102453,2024-03-21,P0484,华南,线下直营店,1,239.29,0.0,否
ORD2024122911240,2024-12-29,P0430,西南,线上官网,1,1187.19,0.0,否
ORD2024082207235,2024-08-22,P0245,华东,线上第三方,3,2845.13,0.0,否
ORD2024112110143,2024-11-21,P0269,华中,线下直营店,1,66.6,0.0,否
ORD2024071306022,2024-07-13,P0033,东北,线上官网,2,2166.9,0.0,否
ORD2024042503496,2024-04-25,P0216,西南,线下直营店,6,1596.43,0.0,否
ORD2024102109011,2024-10-21,P0219,华南,线下直营店,1,2361.1,0.0,否
ORD2024110809544,2024-11-08,P0218,西北,线上第三方,1,398.91,0.0,否
ORD2024111309902,2024-11-13,P0321,华中,企业团购,2,134.57,0.0,否
ORD2024102809204,2024-10-28,P0336,西南,企业团购,1,196.44,0.0,否
ORD2024011200334,2024-01-12,P0005,西南,线下直营店,5,4264.5,0.0,否
ORD2024101608862,2024-10-16,P0120,华中,企业团购,1,971.67,0.0,否
ORD2024070605815,2024-07-06,P0369,华南,线下经销商,1,483.92,0.0,否
ORD2024020501085,2024-02-05,P0156,华中,线下直营店,4,946.0,0.0,否
ORD2024011600451,2024-01-16,P0295,东北,线上第三方,5,122.5,0.0,否
ORD2024092508223,2024-09-25,P0131,西南,线上官网,2,2336.98,0.0,否
ORD2024101408808,2024-10-14,P0106,东北,线上第三方,2,3225.51,0.0,否
ORD2024011100294,2024-01-11,P0442,东北,线下经销商,2,1046.84,0.0,否
ORD2024020701146,2024-02-07,P0002,华北,线上第三方,5,3313.12,0.0,否
ORD2024111209879,2024-11-12,P0451,西北,线下经销商,1,369.04,0.0,否
ORD2024030702035,2024-03-07,P0451,华中,线下直营店,1,356.83,0.0,否
ORD2024051204031,2024-05-12,P0410,华南,线下直营店,2,823.12,0.0,否
ORD2024100608561,2024-10-06,P0029,西北,线下经销商,1,1173.65,0.0,否
ORD2024083007465,2024-08-30,P0412,华中,线下经销商,2,1018.18,0.0,否
ORD2024070105683,2024-07-01,P0350,东北,线下经销商,3,87.0,0.0,否
ORD2024012900853,2024-01-29,P0376,华东,线下经销商,5,1372.67,0.0,否
ORD2024090407614,2024-09-04,P0288,华东,线下直营店,3,46.32,0.29,否
ORD2024122111016,2024-12-21,P0027,西南,企业团购,1,3851.84,0.1,否
ORD2024091607960,2024-09-16,P0369,西南,线下直营店,1,499.65,0.3,是
ORD2024072706445,2024-07-27,P0271,西北,线下经销商,3,34.61,0.0,否
ORD2024111109830,2024-11-11,P0385,东北,企业团购,8,680.66,0.0,否
ORD2024031002141,2024-03-10,P0289,东北,企业团购,2,82.87,0.0,否
ORD2024092008077,2024-09-20,P0238,东北,线下经销商,1,602.23,0.0,否
ORD2024080406664,2024-08-04,P0275,西南,线下直营店,1,40.55,0.0,否
ORD2024020701124,2024-02-07,P0158,华东,线上第三方,5,2346.22,0.0,否
ORD2024060404716,2024-06-04,P0324,西北,线上第三方,3,116.54,0.0,否
ORD2024070705860,2024-07-07,P0469,东北,线上官网,3,313.14,0.0,否
ORD2024123111319,2024-12-31,P0433,华南,线上官网,3,1109.75,0.0,否
ORD2024040502910,2024-04-05,P0439,华南,企业团购,6,1351.8,0.29,否
ORD2024101608860,2024-10-16,P0300,华东,企业团购,2,76.39,0.0,否
ORD2024070305732,2024-07-03,P0493,西南,线上第三方,2,1213.5,0.29,否
ORD2024062905616,2024-06-29,P0372,东北,线下直营店,3,1358.47,0.0,否
ORD2024032702620,2024-03-27,P0484,西北,线上第三方,5,253.07,0.17,否
ORD2024011700501,2024-01-17,P0360,东北,企业团购,2,911.85,0.0,否
ORD2024011100291,2024-01-11,P0401,华中,线下直营店,2,662.93,0.0,否
ORD2024041803283,2024-04-18,P0293,西北,线上官网,3,48.59,0.0,否
ORD2024110909555,2024-11-09,P0458,西南,线下经销商,1,135.5,0.0,是
ORD2024100708586,2024-10-07,P0310,西南,线上官网,2,126.93,0.0,否
ORD2024052604443,2024-05-26,P0146,华南,线上官网,3,856.05,0.0,是
ORD2024092908352,2024-09-29,P0478,西北,线上第三方,1,1066.49,0.0,否
ORD2024091407895,2024-09-14,P0112,华中,线上第三方,2,4467.93,0.0,否
ORD2024050803896,2024-05-08,P0179,华南,企业团购,2,237.51,0.0,否
ORD2024052504408,2024-05-25,P0348,华中,线上官网,2,44.32,0.0,否
ORD2024031402253,2024-03-14,P0208,华中,线上第三方,2,2082.94,0.0,否
ORD2024111910060,2024-11-19,P0297,华东,线上第三方,3,119.81,0.0,否
ORD2024082707355,2024-08-27,P0258,华东,线上第三方,1,141.08,0.29,否
ORD2024061304994,2024-06-13,P0389,华东,企业团购,2,702.08,0.0,否
ORD2024122111024,2024-12-21,P0317,华东,企业团购,2,33.63,0.0,否
ORD2024070305720,2024-07-03,P0004,东北,线上第三方,1,3121.11,0.16,否
ORD2024022601723,2024-02-26,P0352,华东,企业团购,2,104.67,0.24,否
ORD2024111109825,2024-11-11,P0007,东北,线下经销商,8,1846.77,0.0,否
ORD2024011100300,2024-01-11,P0249,华东,线下经销商,2,19.37,0.07,否
ORD2024070505805,2024-07-05,P0048,华北,线上官网,1,1666.02,0.0,否
ORD2024020901195,2024-02-09,P0410,西北,线下经销商,5,850.96,0.0,否
ORD2024060904875,2024-06-09,P0183,华中,线上第三方,1,569.81,0.0,否
ORD2024090107500,2024-09-01,P0356,东北,线下经销商,1,31.85,0.23,否
ORD2024081807093,2024-08-18,P0239,华东,线下经销商,1,2038.95,0.0,否
ORD2024020100972,2024-02-01,P0055,华南,线下直营店,3,655.78,0.0,否
ORD2024081707071,2024-08-17,P0020,西北,线下经销商,1,3552.65,0.0,否
ORD2024050103694,2024-05-01,P0130,华东,线下经销商,4,836.7,0.0,否
ORD2024020601114,2024-02-06,P0005,东北,线上第三方,2,4033.25,0.0,否
ORD2024040602949,2024-04-06,P0130,西南,线下经销商,2,828.09,0.0,否
ORD2024032802652,2024-03-28,P0099,华中,线上第三方,2,2016.19,0.0,否
ORD2024032202475,2024-03-22,P0185,华中,线下经销商,5,831.92,0.0,否
ORD2024111910066,2024-11-19,P0299,东北,线下经销商,4,118.13,0.21,否
ORD2024101208740,2024-10-12,P0445,东北,企业团购,1,844.76,0.0,否
ORD2024101708890,2024-10-17,P0189,华东,线下直营店,3,878.9,0.0,否
ORD2024030501966,2024-03-05,P0061,东北,企业团购,4,508.26,0.0,否
ORD2024032302515,2024-03-23,P0372,西南,线下经销商,1,1351.58,0.0,否
ORD2024071506072,2024-07-15,P0159,西北,企业团购,5,1459.83,0.0,否
ORD2024061204964,2024-06-12,P0004,西南,企业团购,4,3071.93,0.0,否
ORD2024112110129,2024-11-21,P0311,华南,线下经销商,2,71.23,0.0,否
ORD2024091007774,2024-09-10,P0449,西南,线上第三方,1,951.44,0.21,否
ORD2024070605813,2024-07-06,P0203,西北,线下经销商,3,1817.72,0.21,否
ORD2024122010987,2024-12-20,P0473,华南,线上官网,3,1650.48,0.0,否
ORD2024081206910,2024-08-12,P0122,华南,线下经销商,1,4244.74,0.14,是
ORD2024071105965,2024-07-11,P0085,华南,线下经销商,1,2223.85,0.0,否
ORD2024041203127,2024-04-12,P0040,华北,线上第三方,2,1623.48,0.0,否
ORD2024052704468,2024-05-27,P0301,华东,线上第三方,3,150.0,0.0,否
ORD2024060404725,2024-06-04,P0274,西南,线下经销商,4,23.22,0.0,否
ORD2024042103380,2024-04-21,P0397,西南,线下直营店,2,860.18,0.0,否
ORD2024042403468,2024-04-24,P0402,东北,线上官网,1,619.05,0.0,否
ORD2024020801150,2024-02-08,P0266,华中,企业团购,2,38.09,0.13,否
ORD2024051504114,2024-05-15,P0289,华北,企业团购,2,83.09,0.0,否
ORD2024013000896,2024-01-30,P0467,华东,线下直营店,4,1622.84,0.0,否
ORD2024062505493,2024-06-25,P0491,西南,线上第三方,2,1045.49,0.0,否
ORD2024041703255,2024-04-17,P0493,东北,线下直营店,3,1312.59,0.0,否
ORD2024012600766,2024-01-26,P0187,西北,线上第三方,3,2732.51,0.07,是
ORD2024030401954,2024-03-04,P0472,华东,线上官网,4,700.25,0.0,否
ORD2024111609974,2024-11-16,P0173,华南,线上第三方,2,2059.55,0.0,否
ORD2024090607671,2024-09-06,P0028,华北,企业团购,2,637.98,0.0,否
ORD2024051504124,2024-05-15,P0472,西北,线下直营店,5,700.45,0.0,否
ORD2024090107513,2024-09-01,P0191,华南,企业团购,1,1456.48,0.0,否
ORD2024072506389,2024-07-25,P0401,西南,线下直营店,1,659.16,0.16,否
ORD2024081206914,2024-08-12,P0101,华东,企业团购,4,4297.98,0.0,否
ORD2024042203425,2024-04-22,P0280,华中,线上第三方,1,75.98,0.0,否
ORD2024012000566,2024-01-20,P0015,华北,线上第三方,1,3886.26,0.0,否
ORD2024072306303,2024-07-23,P0332,西南,线上官网,5,99.51,0.0,否
ORD2024071005933,2024-07-10,P0456,东北,线上官网,4,599.45,0.0,否
ORD2024100308464,2024-10-03,P0012,西北,线下经销商,4,1091.28,0.0,否
ORD2024030602013,2024-03-06,P0451,华北,企业团购,5,372.53,0.0,否
ORD2024080906826,2024-08-09,P0412,西北,企业团购,4,1077.32,0.0,否
ORD2024020301012,2024-02-03,P0120,华中,企业团购,1,964.02,0.0,否
ORD2024070105684,2024-07-01,P0080,华南,线上官网,4,4819.07,0.0,否
ORD2024072706432,2024-07-27,P0340,西南,线下经销商,1,82.77,0.0,否
ORD2024091507941,2024-09-15,P0266,华南,线上第三方,2,37.57,0.0,否
ORD2024081106879,2024-08-11,P0439,东北,线下直营店,1,1242.86,0.0,否
ORD2024031302239,2024-03-13,P0074,西南,线下经销商,4,2047.56,0.0,否
ORD2024061505157,2024-06-15,P0362,华南,线下直营店,15,1192.84,0.0,否
ORD2024090407610,2024-09-04,P0266,西南,企业团购,1,38.45,0.08,否
ORD2024021601403,2024-02-16,P0025,西南,线下经销商,3,3542.19,0.14,否
ORD2024042103400,2024-04-21,P0362,华南,线上官网,2,1162.98,0.0,否
ORD2024101208752,2024-10-12,P0242,西北,线上官网,1,836.56,0.0,否
ORD2024022801769,2024-02-28,P0416,华南,企业团购,3,893.06,0.0,否
ORD2024111109707,2024-11-11,P0436,华中,企业团购,8,1292.1,0.16,否
ORD2024111910064,2024-11-19,P0212,华中,企业团购,3,679.71,0.0,否
ORD2024121910946,2024-12-19,P0498,华中,线上第三方,1,1543.68,0.0,否
ORD2024090407602,2024-09-04,P0276,华南,线下直营店,1,189.81,0.0,否
ORD2024050903943,2024-05-09,P0300,西南,线下直营店,4,74.61,0.0,否
ORD2024052204314,2024-05-22,P0209,西南,线上官网,1,1152.25,0.0,否
ORD2024081707076,2024-08-17,P0059,华南,线上官网,2,3805.56,0.0,否
ORD2024101908949,2024-10-19,P0172,华北,线下经销商,1,2025.66,0.0,是
ORD2024120610569,2024-12-06,P0458,华东,线上官网,1,129.4,0.0,否
ORD2024060704813,2024-06-07,P0337,华东,线下经销商,5,10.67,0.14,否
ORD2024080506687,2024-08-05,P0482,华南,线下经销商,2,1160.97,0.0,否
ORD2024101308760,2024-10-13,P0057,华中,线下直营店,1,4278.66,0.0,否
ORD2024061705237,2024-06-17,P0337,华北,线下直营店,4,10.88,0.0,否
ORD2024010300081,2024-01-03,P0399,西南,线上第三方,3,798.58,0.23,否
ORD2024071806177,2024-07-18,P0100,华中,线下直营店,4,2216.12,0.0,否
ORD2024052004270,2024-05-20,P0390,华东,线下经销商,1,1145.0,0.0,否
ORD2024060904882,2024-06-09,P0120,西北,线下直营店,1,945.43,0.0,否
ORD2024011200336,2024-01-12,P0286,华中,线下直营店,1,137.89,0.0,否
ORD2024062505482,2024-06-25,P0099,西北,线下直营店,4,2097.4,0.0,否
ORD2024112810354,2024-11-28,P0192,西北,线下直营店,3,1094.85,0.09,否
ORD2024033002710,2024-03-30,P0124,华南,线下经销商,3,961.64,0.0,否
ORD2024051404111,2024-05-14,P0395,华南,企业团购,4,1101.07,0.0,否
ORD2024092808308,2024-09-28,P0173,华东,线上第三方,1,2035.47,0.0,否
ORD2024021701435,2024-02-17,P0393,西北,线上官网,1,1091.65,0.0,否
ORD2024051304078,2024-05-13,P0089,西南,线上第三方,1,3475.25,0.28,否
ORD2024101908951,2024-10-19,P0088,华北,线上第三方,1,3139.26,0.0,否
ORD2024100808638,2024-10-08,P0172,西南,线下直营店,4,2105.77,0.0,否
ORD2024050703861,2024-05-07,P0291,华北,线上官网,5,33.25,0.22,否
ORD2024042603520,2024-04-26,P0280,东北,线下经销商,1,79.38,0.0,否
ORD2024011600473,2024-01-16,P0201,西北,企业团购,3,1677.17,0.0,否
ORD2024012800820,2024-01-28,P0037,华南,企业团购,1,3001.62,0.0,否
ORD2024063005647,2024-06-30,P0288,西南,企业团购,1,45.72,0.18,否
ORD2024102209023,2024-10-22,P0300,华南,线下直营店,4,79.64,0.27,否
ORD2024041503208,2024-04-15,P0237,西北,线上官网,4,539.6,0.0,否
ORD2024082507293,2024-08-25,P0309,华南,线下经销商,1,183.44,0.0,否
ORD2024121210727,2024-12-12,P0221,西南,线下经销商,4,2035.44,0.0,否
ORD2024040903024,2024-04-09,P0059,华东,线上官网,1,3648.25,0.0,否
ORD2024081306940,2024-08-13,P0249,华东,线下直营店,3,20.89,0.0,否
ORD2024020901184,2024-02-09,P0086,华东,线上第三方,3,2456.5,0.0,否
ORD2024010100032,2024-01-01,P0244,华南,线上官网,4,2103.42,0.0,否
ORD2024113010409,2024-11-30,P0021,华北,线下经销商,1,2142.77,0.0,否
ORD2024070405765,2024-07-04,P0244,华中,企业团购,2,2142.12,0.15,否
ORD2024080406662,2024-08-04,P0405,华南,线上第三方,1,1121.17,0.0,否
ORD2024031302211,2024-03-13,P0216,华东,线下经销商,1,1604.47,0.0,否
ORD2024072806465,2024-07-28,P0057,东北,线下直营店,3,4189.29,0.17,否
ORD2024022701759,2024-02-27,P0444,东北,线上第三方,2,1062.7,0.0,否
ORD2024100508544,2024-10-05,P0309,华北,企业团购,1,188.41,0.08,否
ORD2024100808635,2024-10-08,P0012,华中,线上官网,2,1161.58,0.0,否
ORD2024102008953,2024-10-20,P0442,华南,企业团购,1,1035.47,0.12,否
ORD2024092808319,2024-09-28,P0232,华南,线上官网,1,2216.63,0.0,否
ORD2024071205991,2024-07-12,P0219,西南,线下经销商,2,2202.74,0.13,否
ORD2024031902390,2024-03-19,P0080,西北,线下经销商,2,4480.17,0.0,否
ORD2024060904872,2024-06-09,P0260,华南,线上第三方,1,58.41,0.0,否
ORD2024041803285,2024-04-18,P0352,华中,线下经销商,3,98.58,0.12,否
ORD2024031802368,2024-03-18,P0094,东北,线下直营店,1,3584.85,0.0,否
ORD2024090807728,2024-09-08,P0373,华南,线上第三方,1,1432.22,0.0,否
ORD2024011300374,2024-01-13,P0023,华南,企业团购,3,3877.37,0.0,否
ORD2024100508537,2024-10-05,P0127,华北,线上官网,1,3397.08,0.0,否
ORD2024111109714,2024-11-11,P0239,华北,线下直营店,16,2031.06,0.0,否
ORD2024050703884,2024-05-07,P0437,华中,线上官网,2,1211.35,0.3,否
ORD2024101608855,2024-10-16,P0339,华北,线上官网,2,136.56,0.0,否
ORD2024052204338,2024-05-22,P0326,华北,线上官网,1,164.03,0.0,否
ORD2024060404723,2024-06-04,P0122,东北,线上第三方,5,3921.17,0.0,否
ORD2024070305737,2024-07-03,P0293,华北,线下经销商,5,47.73,0.05,否
ORD2024073006508,2024-07-30,P0420,西南,线上第三方,3,1127.86,0.12,否
ORD2024031002120,2024-03-10,P0488,华东,企业团购,2,783.36,0.0,否
ORD2024020901194,2024-02-09,P0494,西北,线上官网,1,371.2,0.0,否
ORD2024080106570,2024-08-01,P0042,东北,线上官网,1,4303.53,0.0,否
ORD2024070605837,2024-07-06,P0062,华南,企业团购,1,660.13,0.0,否
ORD2024020901202,2024-02-09,P0004,西北,线上第三方,4,3243.28,0.0,否
ORD2024121410812,2024-12-14,P0129,西北,线下直营店,2,1075.38,0.0,否
ORD2024102809203,2024-10-28,P0176,西北,线上官网,1,254.73,0.06,否
ORD2024042603533,2024-04-26,P0300,华南,线下经销商,4,75.16,0.0,否
ORD2024091507927,2024-09-15,P0240,西南,线上第三方,1,1069.78,0.0,否
ORD2024080206614,2024-08-02,P0103,华东,线上官网,1,4560.65,0.0,是
ORD2024091607949,2024-09-16,P0324,西南,线下直营店,4,115.02,0.0,否
ORD2024101908948,2024-10-19,P0268,华中,线上第三方,1,75.04,0.0,否
ORD2024111609975,2024-11-16,P0181,华东,线上官网,2,2081.0,0.0,否
ORD2024111109672,2024-11-11,P0451,华北,线下直营店,16,350.42,0.09,否
ORD2024112810325,2024-11-28,P0410,华中,线上第三方,1,889.42,0.0,否
ORD2024051204044,2024-05-12,P0114,西北,线上官网,2,3045.89,0.09,否
ORD2024071105968,2024-07-11,P0404,华中,线下经销商,1,120.39,0.26,否
ORD2024092308182,2024-09-23,P0143,东北,线下直营店,4,824.63,0.2,否
ORD2024011100316,2024-01-11,P0204,华中,线上官网,3,217.15,0.0,否
ORD2024091507921,2024-09-15,P0451,华中,线下直营店,1,354.85,0.0,否
ORD2024071506081,2024-07-15,P0400,华中,线上官网,4,1345.41,0.0,否
ORD2024081406965,2024-08-14,P0167,西南,线下直营店,4,813.69,0.08,否
ORD2024101608857,2024-10-16,P0178,华中,线上官网,1,1017.51,0.0,否
ORD2024100308490,2024-10-03,P0313,西南,企业团购,4,93.95,0.0,否
ORD2024111109808,2024-11-11,P0112,华北,线上官网,32,4848.63,0.07,否
ORD2024111810043,2024-11-18,P0470,华东,企业团购,1,179.49,0.0,否
ORD2024102108998,2024-10-21,P0391,华东,线上第三方,3,953.78,0.0,否
ORD2024032202496,2024-03-22,P0230,西北,线上第三方,5,1096.96,0.0,否
ORD2024070705859,2024-07-07,P0376,西北,线上第三方,2,1337.15,0.0,否
ORD2024103009253,2024-10-30,P0143,华北,线上第三方,1,757.77,0.0,否
ORD2024042903636,2024-04-29,P0109,华北,线下经销商,6,3956.31,0.22,否
ORD2024112110119,2024-11-21,P0186,西北,线下直营店,1,510.69,0.0,否
ORD2024020501072,2024-02-05,P0030,华中,线上官网,3,3961.08,0.0,否
ORD2024071206014,2024-07-12,P0445,华南,线下经销商,3,822.53,0.0,否
ORD2024022501684,2024-02-25,P0427,华东,线下直营店,3,749.75,0.0,否
ORD2024061304996,2024-06-13,P0111,西北,线上第三方,2,142.65,0.0,否
ORD2024090507634,2024-09-05,P0064,西北,企业团购,1,238.06,0.0,否
ORD2024050103686,2024-05-01,P0338,华北,线下直营店,4,48.58,0.0,否
ORD2024051404090,2024-05-14,P0111,华北,企业团购,1,142.61,0.0,否
ORD2024091307875,2024-09-13,P0500,华南,线上第三方,1,778.28,0.0,是
ORD2024092108127,2024-09-21,P0412,华南,线上第三方,1,1010.29,0.0,否
ORD2024090707689,2024-09-07,P0414,华北,线下直营店,1,370.3,0.12,否
ORD2024091307866,2024-09-13,P0243,西北,线上官网,4,638.0,0.0,否
ORD2024071706149,2024-07-17,P0213,华东,线下直营店,2,786.81,0.25,否
ORD2024041103080,2024-04-11,P0057,华北,线下经销商,6,4179.64,0.0,否
ORD2024061505158,2024-06-15,P0412,西南,线上第三方,10,1028.79,0.0,否
ORD2024092008082,2024-09-20,P0476,华南,线上官网,1,1510.59,0.0,否
ORD2024091607964,2024-09-16,P0320,华北,企业团购,1,108.73,0.2,否
ORD2024070205712,2024-07-02,P0127,华北,企业团购,3,3309.15,0.0,否
ORD2024072606399,2024-07-26,P0297,华中,线上官网,1,122.99,0.0,否
ORD2024012400714,2024-01-24,P0376,华北,线上官网,4,1387.79,0.06,否
ORD2024060404721,2024-06-04,P0238,西北,线上第三方,1,588.91,0.0,否
ORD2024013100938,2024-01-31,P0406,华东,企业团购,5,1408.23,0.0,否
ORD2024070205690,2024-07-02,P0437,东北,线上第三方,4,1274.21,0.12,否
ORD2024020601088,2024-02-06,P0311,华东,企业团购,5,70.23,0.0,否
ORD2024032502577,2024-03-25,P0135,华北,线下直营店,4,2072.96,0.0,否
ORD2024092008084,2024-09-20,P0409,华南,线下直营店,3,1378.82,0.0,否
