alarm_id,server,alarm_type,severity,threshold,actual_value,created_at,resolved_at,duration_minutes,status,handled_by
ALM20240101189,server_I,内存不足,提示,91.05109207649562,98.84187282837253,2024-06-05 08:00:00,2024-06-05 10:07:00,127,已恢复,admin_3002
ALM20240101190,server_J,服务宕机,提示,86.47511395825524,94.00201681830015,2024-03-26 11:00:00,,131,已恢复,admin_3005
ALM20240101191,server_C,网络异常,严重,94.94588210593719,89.3631843460483,2024-02-27 18:00:00,2024-02-27 20:13:00,133,已恢复,admin_3001
ALM20240101192,server_J,响应超时,严重,85.33493732772902,97.2417623072132,2024-08-13 12:00:00,2024-08-13 14:31:00,151,已恢复,admin_3002
ALM20240101193,server_I,服务宕机,警告,81.60111700291503,91.08534936140596,2024-10-16 14:00:00,2024-10-16 16:11:00,131,已恢复,admin_3002
ALM20240101194,server_F,磁盘告警,警告,94.60222874069666,96.27141969024319,2024-09-30 01:00:00,2024-09-30 01:18:00,18,处理中,admin_3001
ALM20240101195,server_D,CPU过高,警告,82.06423580715487,97.65415502391944,2024-02-29 21:00:00,2024-02-29 21:37:00,37,已恢复,admin_3001
ALM20240101196,server_G,服务宕机,警告,87.07214663113741,89.68382819434498,2024-01-10 06:00:00,2024-01-10 07:43:00,103,处理中,admin_3004
ALM20240101197,server_B,响应超时,提示,88.20176984401232,97.02893505727248,2024-10-07 08:00:00,2024-10-07 10:00:00,120,已恢复,admin_3007
ALM20240101198,server_B,内存不足,提示,92.07398422931745,93.03931692528762,2024-04-26 01:00:00,2024-04-26 01:50:00,50,已恢复,admin_3008
ALM20240101199,server_B,内存不足,提示,89.95649503781961,99.01347738108997,2024-03-09 10:00:00,2024-03-09 10:33:00,33,已恢复,admin_3002
